"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"AB796","Social Media Platforms: Advertising: Tax",2025,"North America","USA","California","This bill imposes a tax on social media platform providers to fund the Social Media Safety Trust Fund. This money goes towards addressing harms caused by social media, especially for individuals under 18 (e.g. mental health supports, online safety education, funding research).","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiQ0EyMDI1MDAwQTc5NiJ9.M6NCgOz3F_HLehEs_8fRtcodH0nOEbTm8oZzhD29dUA","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AB1064","Leading Ethical AI Development (LEAD) for Kids Act",2025,"North America","USA","California","This bill prohibits any companion chatbot operators from making a companion chatbot available to individuals under 18 unless the chatbot cannot cause or encourage certain harms among its users. It also outlines civil liability for noncompliance.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiQ0EyMDI1MDAwQTEwNjQifQ.-BfsI31SmfBW0Zzs3k75QKoDHpMNi1wme6rnSz_ufg4/text","Failed",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AB1137","Reporting Mechanism: Child Sexual Abuse Material ",2025,"North America","USA","California","This bill improves ease and handling of reporting sexual abuse material involving individuals under 18 to social media companies. It allows people other than just the person depicted in the material to report, requires social media companies to make their reporting policies clear, and requires that reports are reviewed thoroughly.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiQ0EyMDI1MDAwQTExMzcifQ.3zSOZ4ODefMWPtXkByQNCuQ_SSzy4nPZqgcB3yVtt4c/text","Pending",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"AB1800","Controlled Substances: Social Media Companies",2024,"North America","USA","California","This bill specifies civil liability for social media companies for injury or death due to substances purchased illegally through a social media platform if the company was found to have not taken proper care or skill in preventing it. It specifies higher statutory damages for the death or injury of a minor (under 18).","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A1800&verid=CA2023000A1800_20240401_0_A","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AB2390","Social Media Harm Reduction Pilot Program",2024,"North America","USA","California","This bill establishes the Social Media Harm Reduction Pilot Program, which leverages existing peer-to-peer support systems through new educational materials and methods to inform students about social media harms and encourage healthy use of social media. This program has to coordinate with existing laws and terminates on December 31, 2029.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A2390&verid=CA2023000A2390_20240321_0_A","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB2481","Social Media-Related Threats: Reporting",2024,"North America","USA","California","This bill requires social media platforms to have threat reporting procedures for verified reporters (e.g. a school principal) should they see something that may pose a threat to the health or safety of a minor. It also requires social media companies to disclose (in their terms of service) all social media threat reporting procedures they have for verified reporters and to publicly report annually on the amount of threat reports they received.","passed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A2481&verid=CA2023000A2481_20240928_0_CH","Enacted",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"AB2529","Social Media Platforms: Video Games: Minors",2024,"North America","USA","California","This bill prohibits a social media platform or video game from collecting the personal information of any individual under 18 unless required by law to do so.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A2529&verid=CA2023000A2529_20240321_0_A","Failed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2657","Social Media Commission",2024,"North America","USA","California","This bill establishes the Social Media Commission to bring together experts and shareholders to provide a comprehensive report with formal recommendations for social media related to adolescent (13-17 years old) and child (under 13) mental health and well-being. This bill requests that the University of California provides an informational briefing to committee members that includes a review of outcomes of enacted legislation on adolescent social media use and mental health.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A2657&verid=CA2023000A2657_20240321_0_A","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AB3080","The Parent's Accountability and Child Protection Act",2024,"North America","USA","California","This bill requires companies (including online websites and platforms) to implement age verification systems if they sell or make available anything that is illegal to make available to individuals under 18. It also requires companies to limit age-related data use to only age verification, requires them to implement privacy systems for this data, and outlines civil liability for noncompliance.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000A3080&verid=CA2023000A3080_20240805_0_A","Failed",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ACR219","California Social Media Users' Bill of Rights",2024,"North America","USA","California","This bill urges social media platforms to universally commit to recognize, implement, and protect their user's rights, including having platforms be free from harmful content, provide accurate content, have adequate user privacy, have user-friendly platforms and terms of services, for users to be able to request their own data and report violations, for social media companies to make research-based efforts to minimize negative impacts of their features, and for data belonging to users under 18 to be protected.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000ACR219&verid=CA2023000ACR219_20240620_0_I","Failed",0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
"SB1283","Pupils: Use of Social Media",2024,"North America","USA","California","This bill explicitly authorizes the governing board of a school district, a county board of education, or the governing body of a charter school to limit or prohibit the use of social media by its pupils while at school or school-supervised events.","passed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000S1283&verid=CA2023000S1283_20240928_0_CH","Enacted",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB1444","Let Parents Choose Protection Act of 2024",2024,"North America","USA","California","This bill requires large social media companies to make a third-party app available for parents or legal guardians of a child (under 17) to monitor and manage their child's settings and activity (with permission from the child or guardian). It also outlines data privacy requirements associated with this.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000S1444&verid=CA2023000S1444_20240425_0_A","Failed",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB1504","Cyberbullying Protection Act",2024,"North America","USA","California","This bill applies the Cyberbullying Protect Act to all individuals under 18, not just to pupils. The Cyberbullying Protection Act requires social media platforms to state reporting policies for cyberbullying in their terms of service and implement a reporting mechanism. This bill adds additional requirements for social media companies to provide written confirmation to a reporting individual that their report was received, within 36 hours of the report. It also discusses civil liability for noncompliance.","passed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000S1504&verid=CA2023000S1504_20240928_0_CH","Enacted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SB60","Social Media Platforms: Controlled Substances",2023,"North America","USA","California","This bill authorizes a person to ask a court to require a social media platform to take down posts offering to distribute, share, or sell illegal controlled substances.","passed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000S60&verid=CA2023000S60_20231010_0_CH","Enacted",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"SB680","Features that Harm Child Users: Civil Penalty",2023,"North America","USA","California","This bill prohibits social media companies from using any design, feature, or algorithm that they know or should have known causes addiction to the platform, encourages disordered eating, or encourages harm to self or others. For compliance, it requires quarterly audits of potential violations and provides a given time frame after the audit within which social media companies must make corrections that minimize risks.","pending","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:CA2023000S680&verid=CA2023000S680_20230713_0_A","Pending",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB771","Personal rights: liability: social media platforms.",2025,"North America","USA","California","This bill outlines civil liabilities for social media companies whose platform algorithms incite violence based on protected civil rights of $1 million for willful and intentional violations, $500,000 for reckless violation, and doubles civil liability if the social media company knew or should have known that the plaintiff was under 18.","failed","https://legiscan.com/CA/text/SB771/id/3269774","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AB2071","Pupil instruction: digital wellness.",2023,"North America","USA","California","This bill requires the CA Department of Education to develop a plan to expand digital wellness instruction in CA public schools by January 1, 2028, including strategies for staying current with AI and other rapidly evolving technologies. ""Digital Wellness"" is defined as ""a state of well-being in which an individual uses technology in ways that support physical health, mental health, social connections, and overall quality of life, while minimizing potential harms.""","pending","https://legiscan.com/CA/text/AB2071/id/3417557","Pending",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
